state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,vehicles_involved,vehicle_type,casualties,fatalities,weather,road_type,road_condition,lighting,traffic_control,speed_limit,driver_age,driver_gender,driver_license_status,alcohol_involvement,location_details,accident_id,month_num,hour,is_night,is_peak_hour,is_rainy,alcohol_flag,is_weekend,severity_binary
Arunachal Pradesh,Unknown,2021,September,Sunday,11:21,Fatal,3,Pedestrian,0,1,Clear,State Highway,Wet,Dark,Police Checkpost,112,32,Male,Valid,No,Bridge,1791,9,11,0,0,0,0,1,1
Assam,Unknown,2022,May,Sunday,2:28,Serious,5,Bus,1,5,Foggy,State Highway,Wet,Dark,Signals,90,45,Male,Unknown,Yes,Straight Road,1792,5,2,1,0,0,1,1,1
Kerala,Unknown,2023,March,Monday,2:43,Fatal,1,Bus,8,1,Clear,National Highway,Damaged,Daylight,Signals,105,38,Male,Valid,Yes,Bridge,1793,3,2,1,0,0,1,0,1
Punjab,Unknown,2020,September,Friday,11:11,Minor,4,Two-Wheeler,7,5,Foggy,National Highway,Under Construction,Dark,Unknown,52,70,Female,Valid,No,Bridge,1794,9,11,0,0,0,0,0,0
Jharkhand,Unknown,2021,February,Friday,6:55,Minor,4,Pedestrian,3,0,Hazy,National Highway,Dry,Dawn,Signals,63,47,Male,Expired,No,Bridge,1795,2,6,0,0,0,0,0,0
Punjab,Unknown,2018,July,Thursday,5:6,Minor,5,Truck,1,2,Clear,Urban Road,Wet,Dark,Signs,120,24,Female,Unknown,Yes,Bridge,1796,7,5,1,0,0,1,0,0
Jharkhand,Unknown,2020,September,Monday,0:7,Fatal,3,Truck,2,2,Stormy,State Highway,Under Construction,Dark,Signals,108,61,Male,Unknown,No,Bridge,1797,9,0,1,0,0,0,0,1
Gujarat,Vadodara,2018,March,Friday,13:47,Serious,5,Two-Wheeler,3,2,Stormy,Village Road,Dry,Dark,Unknown,45,46,Female,Expired,No,Curve,1798,3,13,0,0,0,0,0,1
Goa,Unknown,2018,May,Wednesday,13:46,Serious,2,Bus,4,0,Rainy,Village Road,Under Construction,Dusk,Unknown,99,68,Male,Expired,No,Intersection,1799,5,13,0,0,1,0,0,1
Uttar Pradesh,Lucknow,2022,December,Thursday,8:30,Serious,2,Truck,0,0,Stormy,Village Road,Dry,Dawn,Unknown,115,43,Male,Valid,Yes,Bridge,1800,12,8,0,1,0,1,0,1
Sikkim,Unknown,2018,December,Friday,11:49,Fatal,4,Truck,7,5,Foggy,Urban Road,Under Construction,Daylight,Signals,117,60,Female,Expired,No,Straight Road,1801,12,11,0,0,0,0,0,1
Maharashtra,Pune,2020,October,Thursday,20:1,Fatal,2,Auto-Rickshaw,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,45,53,Male,Expired,No,Intersection,1802,10,20,1,0,1,0,0,1
Mizoram,Unknown,2021,September,Saturday,21:8,Serious,3,Two-Wheeler,2,1,Foggy,Village Road,Dry,Dark,Signs,111,25,Male,Unknown,No,Curve,1803,9,21,1,0,0,0,1,1
Odisha,Unknown,2018,October,Monday,16:24,Fatal,2,Auto-Rickshaw,0,0,Rainy,State Highway,Under Construction,Dusk,Signs,82,62,Male,Valid,Yes,Intersection,1804,10,16,0,0,1,1,0,1
Uttarakhand,Unknown,2018,March,Tuesday,21:54,Minor,4,Cycle,10,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,109,65,Female,Unknown,No,Intersection,1805,3,21,1,0,1,0,0,0
Madhya Pradesh,Unknown,2022,November,Sunday,16:53,Minor,2,Two-Wheeler,7,4,Stormy,State Highway,Wet,Dawn,Unknown,100,33,Male,Expired,No,Straight Road,1806,11,16,0,0,0,0,1,0
Chhattisgarh,Unknown,2021,October,Sunday,18:38,Serious,1,Car,6,0,Foggy,Village Road,Under Construction,Dawn,Signs,105,18,Female,Valid,No,Curve,1807,10,18,0,1,0,0,1,1
Meghalaya,Unknown,2023,February,Saturday,1:24,Fatal,4,Bus,7,4,Clear,Urban Road,Dry,Dark,Signs,74,31,Male,Unknown,Yes,Bridge,1808,2,1,1,0,0,1,1,1
Goa,Unknown,2020,April,Wednesday,20:41,Fatal,5,Truck,7,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,62,47,Female,Expired,Yes,Bridge,1809,4,20,1,0,0,1,0,1
Puducherry,Unknown,2023,April,Sunday,1:25,Fatal,5,Cycle,5,3,Rainy,Village Road,Dry,Dark,Signs,79,47,Male,Unknown,Yes,Intersection,1810,4,1,1,0,1,1,1,1
Tamil Nadu,Chennai,2022,November,Tuesday,4:4,Serious,1,Truck,0,0,Foggy,State Highway,Dry,Dawn,Police Checkpost,38,22,Male,Expired,Yes,Bridge,1811,11,4,1,0,0,1,0,1
Punjab,Unknown,2022,May,Friday,21:28,Fatal,1,Bus,9,1,Foggy,Village Road,Wet,Dawn,Signs,110,67,Male,Unknown,No,Bridge,1812,5,21,1,0,0,0,0,1
Telangana,Unknown,2018,September,Tuesday,15:13,Serious,2,Car,6,0,Foggy,Urban Road,Dry,Dark,Signals,119,31,Male,Unknown,Yes,Straight Road,1813,9,15,0,0,0,1,0,1
Maharashtra,Nagpur,2020,January,Monday,15:32,Fatal,2,Car,4,1,Stormy,Urban Road,Wet,Dawn,Unknown,65,67,Female,Unknown,No,Straight Road,1814,1,15,0,0,0,0,0,1
Uttarakhand,Unknown,2020,January,Friday,5:14,Minor,1,Pedestrian,10,1,Hazy,Village Road,Dry,Daylight,Unknown,95,19,Female,Unknown,No,Intersection,1815,1,5,1,0,0,0,0,0
Punjab,Unknown,2021,August,Monday,7:16,Serious,4,Bus,8,0,Foggy,State Highway,Under Construction,Dawn,Signs,73,33,Male,Unknown,Yes,Straight Road,1816,8,7,0,0,0,1,0,1
Telangana,Unknown,2018,September,Sunday,2:51,Minor,2,Cycle,9,5,Rainy,Urban Road,Wet,Dusk,Signals,111,67,Male,Unknown,Yes,Bridge,1817,9,2,1,0,1,1,1,0
Gujarat,Ahmedabad,2019,January,Monday,22:17,Minor,3,Truck,7,5,Stormy,National Highway,Damaged,Dawn,Unknown,104,23,Male,Expired,Yes,Bridge,1818,1,22,1,0,0,1,0,0
Andhra Pradesh,Tirupati,2018,May,Wednesday,2:35,Fatal,5,Auto-Rickshaw,0,2,Stormy,Urban Road,Under Construction,Dawn,Signs,101,66,Female,Valid,No,Straight Road,1819,5,2,1,0,0,0,0,1
West Bengal,Siliguri,2021,April,Thursday,22:58,Serious,2,Pedestrian,6,2,Rainy,National Highway,Under Construction,Dark,Signs,94,48,Female,Expired,No,Bridge,1820,4,22,1,0,1,0,0,1
Kerala,Unknown,2023,June,Monday,7:25,Fatal,1,Car,10,2,Clear,State Highway,Wet,Dawn,Unknown,117,42,Female,Expired,Yes,Straight Road,1821,6,7,0,0,0,1,0,1
Uttarakhand,Unknown,2021,August,Monday,13:32,Fatal,3,Truck,7,1,Hazy,Village Road,Wet,Dusk,Signs,104,24,Female,Valid,No,Intersection,1822,8,13,0,0,0,0,0,1
Maharashtra,Mumbai,2018,February,Thursday,4:9,Minor,1,Pedestrian,8,0,Hazy,National Highway,Wet,Dark,Unknown,62,49,Female,Unknown,Yes,Straight Road,1823,2,4,1,0,0,1,0,0
Karnataka,Bangalore,2019,July,Tuesday,5:40,Minor,5,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,52,36,Male,Expired,Yes,Straight Road,1824,7,5,1,0,0,1,0,0
Odisha,Unknown,2019,February,Sunday,7:43,Serious,3,Two-Wheeler,7,1,Foggy,State Highway,Under Construction,Dawn,Signs,85,29,Male,Expired,Yes,Intersection,1825,2,7,0,0,0,1,1,1
Rajasthan,Jodhpur,2021,January,Tuesday,16:38,Fatal,3,Truck,2,4,Hazy,Urban Road,Wet,Daylight,Signs,61,58,Female,Valid,No,Curve,1826,1,16,0,0,0,0,0,1
Jharkhand,Unknown,2023,September,Saturday,7:48,Serious,4,Bus,7,1,Clear,Urban Road,Damaged,Dusk,Unknown,44,59,Male,Expired,Yes,Bridge,1827,9,7,0,0,0,1,1,1
Goa,Unknown,2021,November,Tuesday,7:0,Fatal,3,Pedestrian,9,2,Hazy,State Highway,Dry,Dusk,Signals,53,35,Male,Valid,No,Intersection,1828,11,7,0,0,0,0,0,1
Madhya Pradesh,Unknown,2019,May,Sunday,17:41,Fatal,3,Pedestrian,6,0,Hazy,Urban Road,Under Construction,Dusk,Signs,53,21,Female,Valid,Yes,Bridge,1829,5,17,0,1,0,1,1,1
Odisha,Unknown,2022,January,Sunday,9:58,Minor,3,Bus,3,2,Foggy,Village Road,Dry,Dawn,Unknown,100,45,Male,Unknown,Yes,Straight Road,1830,1,9,0,1,0,1,1,0
West Bengal,Durgapur,2018,February,Wednesday,14:56,Fatal,2,Cycle,6,5,Rainy,Urban Road,Wet,Daylight,Police Checkpost,90,40,Female,Valid,Yes,Curve,1831,2,14,0,0,1,1,0,1
Tamil Nadu,Madurai,2021,November,Friday,1:42,Minor,5,Truck,7,5,Foggy,National Highway,Damaged,Dark,Signs,39,23,Male,Unknown,No,Curve,1832,11,1,1,0,0,0,0,0
Haryana,Unknown,2018,February,Saturday,0:28,Serious,4,Car,10,1,Stormy,State Highway,Dry,Daylight,Police Checkpost,103,26,Male,Valid,Yes,Bridge,1833,2,0,1,0,0,1,1,1
Punjab,Unknown,2021,November,Monday,6:22,Serious,1,Cycle,1,0,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,67,53,Male,Unknown,Yes,Curve,1834,11,6,0,0,0,1,0,1
Andhra Pradesh,Vijayawada,2021,August,Wednesday,6:12,Minor,1,Car,2,2,Rainy,Village Road,Under Construction,Dawn,Unknown,48,43,Male,Expired,Yes,Bridge,1835,8,6,0,0,1,1,0,0
Nagaland,Unknown,2021,December,Monday,6:37,Minor,2,Bus,2,4,Hazy,State Highway,Dry,Dark,Signals,40,66,Male,Expired,Yes,Straight Road,1836,12,6,0,0,0,1,0,0
Gujarat,Ahmedabad,2021,September,Saturday,21:47,Fatal,1,Cycle,8,3,Stormy,State Highway,Dry,Daylight,Police Checkpost,109,43,Female,Valid,No,Straight Road,1837,9,21,1,0,0,0,1,1
Delhi,Rohini,2023,February,Friday,16:58,Fatal,4,Truck,5,3,Rainy,State Highway,Under Construction,Dark,Police Checkpost,31,39,Female,Unknown,No,Intersection,1838,2,16,0,0,1,0,0,1
Jammu and Kashmir,Unknown,2023,December,Tuesday,6:12,Serious,3,Cycle,1,2,Foggy,Urban Road,Damaged,Dusk,Signs,107,64,Male,Valid,No,Curve,1839,12,6,0,0,0,0,0,1
Punjab,Unknown,2019,December,Tuesday,10:39,Serious,2,Cycle,6,3,Rainy,National Highway,Dry,Dawn,Signs,89,43,Male,Valid,Yes,Bridge,1840,12,10,0,1,1,1,0,1
Arunachal Pradesh,Unknown,2021,April,Friday,7:7,Minor,5,Auto-Rickshaw,7,0,Stormy,State Highway,Wet,Dawn,Unknown,53,24,Female,Expired,Yes,Bridge,1841,4,7,0,0,0,1,0,0
Rajasthan,Jodhpur,2019,December,Sunday,14:13,Fatal,2,Auto-Rickshaw,7,1,Hazy,National Highway,Damaged,Dusk,Signs,51,36,Female,Expired,Yes,Curve,1842,12,14,0,0,0,1,1,1
West Bengal,Siliguri,2023,April,Monday,23:45,Serious,5,Auto-Rickshaw,8,3,Hazy,Urban Road,Wet,Dawn,Signs,112,28,Female,Valid,Yes,Curve,1843,4,23,1,0,0,1,0,1
Odisha,Unknown,2022,November,Sunday,18:49,Serious,3,Truck,5,1,Clear,State Highway,Dry,Dawn,Signals,37,32,Male,Unknown,No,Intersection,1844,11,18,0,1,0,0,1,1
Uttar Pradesh,Kanpur,2018,June,Monday,5:40,Fatal,4,Bus,1,0,Foggy,Village Road,Wet,Dark,Signs,32,58,Male,Expired,No,Intersection,1845,6,5,1,0,0,0,0,1
Odisha,Unknown,2018,June,Tuesday,10:28,Fatal,3,Cycle,2,4,Clear,Village Road,Under Construction,Dusk,Signs,54,34,Male,Valid,Yes,Straight Road,1846,6,10,0,1,0,1,0,1
Himachal Pradesh,Unknown,2023,February,Friday,8:10,Serious,2,Auto-Rickshaw,1,3,Rainy,National Highway,Under Construction,Dark,Police Checkpost,115,69,Female,Valid,Yes,Bridge,1847,2,8,0,1,1,1,0,1
Puducherry,Unknown,2023,August,Wednesday,18:16,Fatal,3,Cycle,2,3,Stormy,Village Road,Damaged,Dark,Signals,120,27,Male,Unknown,No,Intersection,1848,8,18,0,1,0,0,0,1
Tripura,Unknown,2021,August,Sunday,14:50,Serious,3,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,81,48,Male,Valid,No,Bridge,1849,8,14,0,0,0,0,1,1
Manipur,Unknown,2022,May,Friday,3:41,Fatal,1,Pedestrian,9,5,Foggy,State Highway,Damaged,Daylight,Unknown,49,24,Male,Unknown,Yes,Bridge,1850,5,3,1,0,0,1,0,1
Odisha,Unknown,2018,October,Friday,18:58,Minor,3,Auto-Rickshaw,9,1,Stormy,National Highway,Under Construction,Dusk,Police Checkpost,83,46,Female,Unknown,No,Bridge,1851,10,18,0,1,0,0,0,0
Jammu and Kashmir,Unknown,2021,July,Saturday,17:21,Fatal,2,Pedestrian,2,2,Hazy,National Highway,Wet,Dusk,Signs,51,29,Female,Valid,No,Straight Road,1852,7,17,0,1,0,0,1,1
Himachal Pradesh,Unknown,2023,August,Thursday,15:14,Serious,2,Cycle,10,3,Rainy,Urban Road,Dry,Dark,Signals,96,47,Female,Valid,No,Curve,1853,8,15,0,0,1,0,0,1
Uttar Pradesh,Varanasi,2018,November,Thursday,3:28,Minor,4,Two-Wheeler,8,4,Rainy,State Highway,Dry,Dusk,Signals,60,43,Male,Unknown,Yes,Curve,1854,11,3,1,0,1,1,0,0
Telangana,Unknown,2018,October,Sunday,4:55,Minor,3,Two-Wheeler,9,1,Foggy,National Highway,Wet,Dawn,Signals,106,63,Male,Expired,No,Intersection,1855,10,4,1,0,0,0,1,0
Tripura,Unknown,2022,October,Saturday,22:25,Minor,3,Car,10,4,Stormy,Urban Road,Dry,Dusk,Signs,105,38,Female,Expired,Yes,Intersection,1856,10,22,1,0,0,1,1,0
Goa,Unknown,2023,August,Wednesday,19:24,Fatal,5,Car,5,0,Clear,Urban Road,Wet,Dark,Police Checkpost,84,63,Female,Expired,Yes,Straight Road,1857,8,19,0,1,0,1,0,1
Karnataka,Mysore,2021,October,Saturday,11:32,Minor,3,Car,1,3,Foggy,State Highway,Wet,Dusk,Police Checkpost,57,60,Female,Expired,Yes,Straight Road,1858,10,11,0,0,0,1,1,0
Arunachal Pradesh,Unknown,2022,May,Monday,19:2,Minor,5,Auto-Rickshaw,8,4,Clear,State Highway,Wet,Dark,Police Checkpost,103,66,Male,Expired,No,Straight Road,1859,5,19,0,1,0,0,0,0
Jammu and Kashmir,Unknown,2023,August,Sunday,23:23,Fatal,3,Pedestrian,1,5,Stormy,Village Road,Wet,Dawn,Signs,70,43,Female,Unknown,Yes,Straight Road,1860,8,23,1,0,0,1,1,1
Andhra Pradesh,Vijayawada,2021,November,Friday,13:45,Serious,4,Auto-Rickshaw,9,5,Hazy,Urban Road,Wet,Dark,Police Checkpost,71,37,Female,Valid,Yes,Curve,1861,11,13,0,0,0,1,0,1
Gujarat,Vadodara,2021,October,Thursday,18:39,Fatal,3,Bus,2,0,Foggy,Urban Road,Dry,Daylight,Police Checkpost,57,60,Male,Expired,Yes,Curve,1862,10,18,0,1,0,1,0,1
Maharashtra,Mumbai,2019,January,Friday,14:28,Minor,3,Car,4,0,Rainy,Village Road,Wet,Dusk,Signals,39,23,Female,Expired,No,Intersection,1863,1,14,0,0,1,0,0,0
Madhya Pradesh,Unknown,2023,October,Thursday,5:8,Minor,5,Pedestrian,4,0,Stormy,Urban Road,Damaged,Daylight,Signs,103,40,Female,Unknown,No,Bridge,1864,10,5,1,0,0,0,0,0
Delhi,Rohini,2023,March,Saturday,18:23,Minor,3,Bus,0,3,Clear,National Highway,Under Construction,Dark,Signs,96,49,Female,Unknown,Yes,Intersection,1865,3,18,0,1,0,1,1,0
Telangana,Unknown,2022,February,Saturday,17:29,Fatal,5,Bus,10,3,Rainy,Village Road,Under Construction,Dawn,Police Checkpost,67,64,Male,Unknown,Yes,Curve,1866,2,17,0,1,1,1,1,1
Tripura,Unknown,2020,February,Tuesday,21:53,Fatal,2,Bus,5,5,Clear,Urban Road,Dry,Daylight,Signs,118,54,Female,Unknown,Yes,Straight Road,1867,2,21,1,0,0,1,0,1
Gujarat,Ahmedabad,2021,April,Thursday,6:45,Minor,5,Truck,7,5,Hazy,National Highway,Wet,Daylight,Police Checkpost,69,21,Female,Unknown,Yes,Curve,1868,4,6,0,0,0,1,0,0
Rajasthan,Udaipur,2018,March,Thursday,11:55,Minor,3,Truck,5,4,Clear,National Highway,Dry,Dawn,Signs,58,66,Female,Unknown,Yes,Intersection,1869,3,11,0,0,0,1,0,0
Odisha,Unknown,2018,August,Friday,3:41,Serious,1,Pedestrian,0,1,Foggy,Village Road,Under Construction,Daylight,Unknown,91,68,Male,Expired,No,Bridge,1870,8,3,1,0,0,0,0,1
Assam,Unknown,2020,February,Monday,7:43,Serious,4,Two-Wheeler,10,5,Foggy,National Highway,Wet,Dusk,Signs,81,50,Male,Expired,No,Straight Road,1871,2,7,0,0,0,0,0,1
Chandigarh,Unknown,2023,February,Sunday,0:50,Fatal,2,Bus,9,4,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,69,28,Female,Unknown,Yes,Bridge,1872,2,0,1,0,1,1,1,1
Tamil Nadu,Coimbatore,2021,December,Friday,23:18,Serious,2,Cycle,2,1,Hazy,National Highway,Under Construction,Dark,Signs,59,66,Male,Unknown,Yes,Intersection,1873,12,23,1,0,0,1,0,1
Mizoram,Unknown,2022,January,Monday,11:17,Serious,4,Car,7,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,87,56,Male,Unknown,No,Curve,1874,1,11,0,0,0,0,0,1
Uttarakhand,Unknown,2023,August,Tuesday,18:40,Minor,2,Pedestrian,6,1,Hazy,State Highway,Wet,Dawn,Unknown,31,20,Male,Valid,No,Bridge,1875,8,18,0,1,0,0,0,0
Madhya Pradesh,Unknown,2021,May,Monday,23:56,Fatal,3,Cycle,9,5,Rainy,Village Road,Wet,Dawn,Signals,104,22,Male,Expired,Yes,Bridge,1876,5,23,1,0,1,1,0,1
Jharkhand,Unknown,2023,September,Saturday,5:14,Fatal,2,Bus,5,0,Rainy,Village Road,Wet,Dark,Signs,75,41,Female,Expired,No,Straight Road,1877,9,5,1,0,1,0,1,1
Meghalaya,Unknown,2023,February,Wednesday,3:23,Serious,3,Bus,3,3,Clear,National Highway,Dry,Daylight,Signals,49,30,Female,Unknown,Yes,Curve,1878,2,3,1,0,0,1,0,1
Manipur,Unknown,2021,July,Tuesday,16:37,Minor,1,Cycle,10,2,Stormy,National Highway,Wet,Daylight,Signs,101,45,Male,Valid,Yes,Straight Road,1879,7,16,0,0,0,1,0,0
Himachal Pradesh,Unknown,2023,September,Sunday,19:16,Minor,2,Truck,9,5,Rainy,National Highway,Under Construction,Dusk,Police Checkpost,86,21,Female,Expired,Yes,Straight Road,1880,9,19,0,1,1,1,1,0
Uttarakhand,Unknown,2019,February,Saturday,3:49,Minor,5,Two-Wheeler,5,1,Foggy,National Highway,Damaged,Dark,Unknown,60,33,Female,Expired,Yes,Bridge,1881,2,3,1,0,0,1,1,0
Kerala,Unknown,2021,May,Wednesday,1:25,Serious,5,Truck,10,1,Foggy,Urban Road,Wet,Dark,Signs,79,57,Female,Unknown,Yes,Straight Road,1882,5,1,1,0,0,1,0,1
Puducherry,Unknown,2019,March,Thursday,22:44,Fatal,5,Cycle,9,2,Clear,Village Road,Dry,Daylight,Police Checkpost,65,52,Female,Unknown,Yes,Intersection,1883,3,22,1,0,0,1,0,1
Puducherry,Unknown,2018,April,Friday,15:35,Fatal,1,Bus,1,1,Rainy,State Highway,Damaged,Dark,Police Checkpost,58,59,Male,Unknown,Yes,Bridge,1884,4,15,0,0,1,1,0,1
Maharashtra,Nagpur,2020,June,Sunday,12:28,Fatal,4,Car,5,0,Clear,Village Road,Damaged,Dark,Police Checkpost,87,69,Female,Valid,Yes,Bridge,1885,6,12,0,0,0,1,1,1
Bihar,Unknown,2020,November,Monday,20:49,Fatal,2,Bus,3,2,Foggy,Village Road,Damaged,Daylight,Police Checkpost,106,52,Female,Expired,Yes,Bridge,1886,11,20,1,0,0,1,0,1
Delhi,New Delhi,2022,August,Tuesday,11:9,Minor,2,Car,5,5,Hazy,Village Road,Wet,Dawn,Signs,60,64,Female,Unknown,No,Curve,1887,8,11,0,0,0,0,0,0
Odisha,Unknown,2018,December,Thursday,22:33,Minor,1,Bus,10,0,Stormy,State Highway,Wet,Daylight,Signs,51,59,Male,Valid,No,Curve,1888,12,22,1,0,0,0,0,0
West Bengal,Siliguri,2018,April,Wednesday,20:59,Serious,4,Cycle,10,1,Foggy,State Highway,Damaged,Dawn,Signals,37,35,Female,Expired,No,Curve,1889,4,20,1,0,0,0,0,1
Madhya Pradesh,Unknown,2023,January,Thursday,23:47,Serious,2,Pedestrian,10,5,Foggy,State Highway,Under Construction,Daylight,Signals,35,21,Male,Valid,Yes,Intersection,1890,1,23,1,0,0,1,0,1
Sikkim,Unknown,2022,June,Monday,10:49,Serious,2,Cycle,10,0,Clear,National Highway,Wet,Dusk,Police Checkpost,72,24,Male,Unknown,Yes,Bridge,1891,6,10,0,1,0,1,0,1
Puducherry,Unknown,2022,June,Saturday,23:43,Minor,5,Auto-Rickshaw,2,0,Clear,State Highway,Dry,Dark,Signals,78,58,Female,Valid,No,Straight Road,1892,6,23,1,0,0,0,1,0
Uttar Pradesh,Lucknow,2021,April,Wednesday,9:47,Fatal,3,Pedestrian,3,2,Stormy,State Highway,Under Construction,Dark,Unknown,54,24,Male,Unknown,Yes,Intersection,1893,4,9,0,1,0,1,0,1
Uttar Pradesh,Lucknow,2022,May,Thursday,3:50,Serious,5,Truck,7,5,Foggy,Village Road,Wet,Dawn,Unknown,98,50,Female,Valid,No,Bridge,1894,5,3,1,0,0,0,0,1
Sikkim,Unknown,2018,June,Wednesday,16:31,Minor,3,Bus,4,1,Stormy,Urban Road,Damaged,Dawn,Signals,87,18,Male,Expired,Yes,Straight Road,1895,6,16,0,0,0,1,0,0
Andhra Pradesh,Visakhapatnam,2018,April,Monday,20:13,Minor,2,Auto-Rickshaw,1,1,Foggy,Village Road,Dry,Daylight,Unknown,92,27,Female,Valid,Yes,Bridge,1896,4,20,1,0,0,1,0,0
Rajasthan,Jaipur,2018,February,Monday,7:1,Serious,1,Pedestrian,4,5,Hazy,Urban Road,Under Construction,Dark,Signals,73,23,Male,Expired,Yes,Curve,1897,2,7,0,0,0,1,0,1
Andhra Pradesh,Tirupati,2021,January,Tuesday,3:21,Minor,1,Two-Wheeler,9,2,Stormy,State Highway,Under Construction,Dawn,Unknown,46,44,Male,Valid,No,Straight Road,1898,1,3,1,0,0,0,0,0
Karnataka,Mysore,2018,March,Sunday,3:39,Serious,2,Car,5,3,Foggy,Urban Road,Wet,Dark,Signals,118,55,Female,Unknown,Yes,Intersection,1899,3,3,1,0,0,1,1,1
Haryana,Unknown,2023,November,Friday,6:15,Minor,4,Bus,3,2,Stormy,Village Road,Wet,Dawn,Signals,64,31,Female,Expired,No,Curve,1900,11,6,0,0,0,0,0,0
Uttar Pradesh,Varanasi,2021,August,Wednesday,9:3,Minor,3,Cycle,3,0,Clear,Village Road,Dry,Daylight,Signs,101,34,Female,Valid,No,Bridge,1901,8,9,0,1,0,0,0,0
Haryana,Unknown,2018,October,Monday,23:1,Minor,1,Car,9,1,Rainy,Urban Road,Damaged,Daylight,Unknown,120,46,Male,Unknown,No,Intersection,1902,10,23,1,0,1,0,0,0
Bihar,Unknown,2023,October,Saturday,23:39,Serious,3,Two-Wheeler,5,1,Clear,Urban Road,Wet,Dawn,Unknown,83,24,Male,Unknown,Yes,Curve,1903,10,23,1,0,0,1,1,1
Haryana,Unknown,2019,October,Monday,20:38,Serious,4,Cycle,0,1,Stormy,State Highway,Dry,Daylight,Signs,31,44,Female,Expired,Yes,Straight Road,1904,10,20,1,0,0,1,0,1
Assam,Unknown,2019,March,Friday,14:15,Serious,4,Cycle,9,5,Clear,Village Road,Wet,Dawn,Police Checkpost,107,26,Male,Valid,No,Intersection,1905,3,14,0,0,0,0,0,1
Assam,Unknown,2022,May,Tuesday,1:19,Minor,1,Truck,2,3,Stormy,Village Road,Under Construction,Dawn,Unknown,54,55,Female,Valid,No,Intersection,1906,5,1,1,0,0,0,0,0
Odisha,Unknown,2020,October,Thursday,3:13,Minor,5,Bus,0,0,Foggy,Urban Road,Under Construction,Dawn,Police Checkpost,76,62,Male,Unknown,Yes,Straight Road,1907,10,3,1,0,0,1,0,0
Chandigarh,Unknown,2020,January,Monday,12:52,Minor,5,Auto-Rickshaw,10,1,Stormy,State Highway,Damaged,Dusk,Signals,100,66,Female,Valid,No,Intersection,1908,1,12,0,0,0,0,0,0
Maharashtra,Mumbai,2021,September,Tuesday,20:6,Serious,3,Bus,10,4,Clear,Village Road,Dry,Dark,Unknown,52,26,Female,Valid,Yes,Intersection,1909,9,20,1,0,0,1,0,1
Uttar Pradesh,Varanasi,2023,September,Friday,20:13,Fatal,5,Pedestrian,5,1,Rainy,State Highway,Dry,Dusk,Signs,81,31,Male,Unknown,No,Bridge,1910,9,20,1,0,1,0,0,1
Manipur,Unknown,2023,April,Thursday,4:3,Minor,3,Car,2,1,Stormy,Urban Road,Dry,Daylight,Unknown,63,60,Male,Valid,No,Straight Road,1911,4,4,1,0,0,0,0,0
Karnataka,Bangalore,2022,December,Tuesday,8:14,Minor,1,Truck,3,2,Clear,Village Road,Dry,Daylight,Signs,109,23,Female,Expired,No,Curve,1912,12,8,0,1,0,0,0,0
Haryana,Unknown,2022,October,Monday,1:4,Serious,2,Truck,4,0,Stormy,Urban Road,Dry,Dusk,Police Checkpost,114,48,Male,Expired,No,Curve,1913,10,1,1,0,0,0,0,1
Nagaland,Unknown,2023,October,Thursday,7:37,Fatal,1,Auto-Rickshaw,8,3,Foggy,Village Road,Dry,Dusk,Signs,84,18,Female,Unknown,No,Intersection,1914,10,7,0,0,0,0,0,1
Goa,Unknown,2022,January,Saturday,16:5,Fatal,3,Auto-Rickshaw,8,5,Foggy,State Highway,Wet,Dusk,Signs,98,59,Female,Expired,No,Intersection,1915,1,16,0,0,0,0,1,1
Uttarakhand,Unknown,2019,February,Sunday,18:6,Serious,1,Car,6,5,Rainy,State Highway,Under Construction,Daylight,Unknown,44,20,Male,Expired,No,Straight Road,1916,2,18,0,1,1,0,1,1
Manipur,Unknown,2019,December,Wednesday,18:24,Minor,4,Car,9,2,Foggy,Urban Road,Wet,Dark,Police Checkpost,59,41,Female,Valid,No,Straight Road,1917,12,18,0,1,0,0,0,0
Haryana,Unknown,2020,January,Wednesday,22:36,Fatal,3,Cycle,6,3,Hazy,Urban Road,Under Construction,Dawn,Unknown,32,26,Male,Expired,Yes,Bridge,1918,1,22,1,0,0,1,0,1
Jammu and Kashmir,Unknown,2022,November,Saturday,14:16,Fatal,1,Cycle,6,1,Hazy,Village Road,Wet,Dark,Signals,31,43,Male,Expired,No,Bridge,1919,11,14,0,0,0,0,1,1
Mizoram,Unknown,2023,April,Sunday,0:59,Fatal,3,Auto-Rickshaw,8,0,Clear,Urban Road,Damaged,Dusk,Signs,65,19,Female,Expired,Yes,Curve,1920,4,0,1,0,0,1,1,1
Manipur,Unknown,2020,April,Monday,16:38,Fatal,2,Two-Wheeler,8,1,Clear,National Highway,Dry,Dark,Signals,93,32,Male,Unknown,No,Bridge,1921,4,16,0,0,0,0,0,1
